code,name,activity,days,start_time,end_time,room,section,teacher
"602109","كيمياء حيوية (1) عملي","عملي","الثلاثاء","12:00 PM","2:00 PM","7214","11","ه.ت"
"602109","كيمياء حيوية (1) عملي","عملي","الثلاثاء","2:00 PM","4:00 PM","7214","12","ه.ت"
"701111","علم الوراثة","نظري","السبت","8:00 AM","9:00 AM","6125","1","د. لبنى مقراني"
"701111","علم الوراثة","نظري","السبت","9:00 AM","10:00 AM","6125","2","د. لبنى مقراني"
"701111","علم الوراثة","نظري","السبت","10:00 AM","11:00 AM","6125","3","د. لبنى مقراني"
"701111","علم الوراثة","نظري","السبت","11:00 AM","12:00 PM","6125","4","د. لبنى مقراني"
"701113","علم وظائف الأعضاء","نظري","السبت","2:00 PM","4:00 PM","6127","1","د. أمل الضاهر"
"701113","علم وظائف الأعضاء","نظري","السبت","12:00 PM","2:00 PM","6127","2","د. أمل الضاهر"
"701113","علم وظائف الأعضاء","نظري","الأربعاء","10:00 AM","12:00 PM","6126","3","د. بيسان احمد"
"701113","علم وظائف الأعضاء","نظري","الأربعاء","12:00 PM","2:00 PM","6126","4","د. بيسان احمد"
"701119","علم وظائف الأعضاء عملي","عملي","الاثنين","2:00 PM","4:00 PM","7213","1","ه.ت"
"701119","علم وظائف الأعضاء عملي","عملي","الثلاثاء","8:00 AM","10:00 AM","7213","2","ه.ت"
"701119","علم وظائف الأعضاء عملي","عملي","الثلاثاء","10:00 AM","12:00 PM","7213","3","ه.ت"
"701119","علم وظائف الأعضاء عملي","عملي","الثلاثاء","12:00 PM","2:00 PM","7213","4","ه.ت"
"701119","علم وظائف الأعضاء عملي","عملي","الثلاثاء","2:00 PM","4:00 PM","7213","5","ه.ت"
"701122","تشريح ورسم الأسنان","عملي","السبت","8:00 AM","10:00 AM","مخبر7","1","ه.ت"
"701122","تشريح ورسم الأسنان","نظري","الثلاثاء","8:00 AM","10:00 AM","6124","1","د. مايا سعد"
"701122","تشريح ورسم الأسنان","نظري","الثلاثاء","10:00 AM","12:00 PM","6124","2","د. مايا سعد"
"701122","تشريح ورسم الأسنان","عملي","السبت","10:00 AM","12:00 PM","مخبر7","2","ه.ت"
"701122","تشريح ورسم الأسنان","عملي","السبت","12:00 PM","2:00 PM","مخبر7","3","ه.ت"
"701122","تشريح ورسم الأسنان","عملي","السبت","2:00 PM","4:00 PM","مخبر7","4","ه.ت"
"701212","كيمياء حيوية (2)","عملي","الثلاثاء","8:00 AM","10:00 AM","7227م","1","ه.ت"
"701212","كيمياء حيوية (2)","نظري","الاثنين","2:00 PM","3:00 PM","7015","1","د. راما عياش"
"701212","كيمياء حيوية (2)","عملي","الثلاثاء","10:00 AM","12:00 PM","7227م","2","ه.ت"
"701221","التشريح العام","نظري","الأحد","8:00 AM","10:00 AM","6118","1","د.محمد المقداد"
"701221","التشريح العام","عملي","الأحد","12:00 PM","2:00 PM","مخبر5","1","ه.ت"
"701221","التشريح العام","عملي","الأحد","2:00 PM","4:00 PM","مخبر5","2","ه.ت"
"701221","التشريح العام","نظري","الأحد","10:00 AM","12:00 PM","6118","2","د.محمد المقداد"
"701221","التشريح العام","عملي","الاثنين","12:00 PM","2:00 PM","مخبر5","3","ه.ت"
"701221","التشريح العام","عملي","الاثنين","2:00 PM","4:00 PM","مخبر5","4","ه.ت"
"701241","علم الجنين الخاص بالفم و الأسنان","نظري","الأحد","12:00 PM","1:00 PM","6118","1","د.محمد المقداد"
"701241","علم الجنين الخاص بالفم و الأسنان","نظري","الأحد","1:00 PM","2:00 PM","6118","2","د.محمد المقداد"
"701251","علم النسج (1)","نظري","الأحد","8:00 AM","10:00 AM","6121","1","د. رولا عز الدين"
"701251","علم النسج (1)","عملي","الاثنين","12:00 PM","2:00 PM","مخبر1","1","ه.ت"
"701251","علم النسج (1)","نظري","الأحد","10:00 AM","12:00 PM","6121","2","د. رولا عز الدين"
"701251","علم النسج (1)","عملي","الاثنين","2:00 PM","4:00 PM","مخبر1","2","ه.ت"
"701251","علم النسج (1)","عملي","الثلاثاء","12:00 PM","2:00 PM","مخبر1","3","ه.ت"
"701251","علم النسج (1)","عملي","الثلاثاء","2:00 PM","4:00 PM","مخبر1","4","ه.ت"
"701261","علم الأدوية الخاص بالفم و الأسنان","نظري","الأحد","8:00 AM","10:00 AM","7006","1","د. ربا السروجي"
"701261","علم الأدوية الخاص بالفم و الأسنان","نظري","الأحد","10:00 AM","12:00 PM","7006","2","د. ربا السروجي"
"701261","علم الأدوية الخاص بالفم و الأسنان","نظري","الأحد","12:00 PM","2:00 PM","7006","3","د. ربا السروجي"
"701261","علم الأدوية الخاص بالفم و الأسنان","نظري","الأحد","2:00 PM","4:00 PM","7006","4","د. ربا السروجي"
"701272","علم النسج الفموي (2)","عملي","الأحد","8:00 AM","10:00 AM","مخبر1","1","ه.ت"
"701272","علم النسج الفموي (2)","نظري","الثلاثاء","10:00 AM","12:00 PM","6127","1","د. رولا عز الدين"
"701272","علم النسج الفموي (2)","نظري","الثلاثاء","12:00 PM","2:00 PM","6127","2","د. رولا عز الدين"
"701272","علم النسج الفموي (2)","عملي","الأحد","10:00 AM","12:00 PM","مخبر1","2","ه.ت"
"701272","علم النسج الفموي (2)","عملي","الأحد","12:00 PM","2:00 PM","مخبر1","3","ه.ت"
"701272","علم النسج الفموي (2)","نظري","الثلاثاء","8:00 AM","10:00 AM","6127","3","د. رولا عز الدين"
"701272","علم النسج الفموي (2)","عملي","الأحد","2:00 PM","4:00 PM","مخبر1","4","ه.ت"
"701272","علم النسج الفموي (2)","عملي","الأحد","8:00 AM","10:00 AM","مخبر2","5","ه.ت"
"701272","علم النسج الفموي (2)","عملي","الأحد","10:00 AM","12:00 PM","مخبر2","6","ه.ت"
"701281","علم الأحياء الدقيقة","نظري","الأحد","8:00 AM","10:00 AM","7014","1","د. خليل محمد القوتلي"
"701281","علم الأحياء الدقيقة","عملي","السبت","8:00 AM","10:00 AM","7215","1","ه.ت"
"701281","علم الأحياء الدقيقة","عملي","السبت","10:00 AM","12:00 PM","7215","2","ه.ت"
"701281","علم الأحياء الدقيقة","نظري","الأحد","10:00 AM","12:00 PM","7014","2","د. خليل محمد القوتلي"
"701281","علم الأحياء الدقيقة","نظري","الأربعاء","8:00 AM","10:00 AM","7015","3","د. خليل محمد القوتلي"
"701281","علم الأحياء الدقيقة","عملي","السبت","12:00 PM","2:00 PM","7215","3","ه.ت"
"701281","علم الأحياء الدقيقة","نظري","الأربعاء","10:00 AM","12:00 PM","7015","4","د. خليل محمد القوتلي"
"701281","علم الأحياء الدقيقة","عملي","السبت","2:00 PM","4:00 PM","7215","4","ه.ت"
"701281","علم الأحياء الدقيقة","عملي","الأحد","8:00 AM","10:00 AM","7215","5","ه.ت"
"701281","علم الأحياء الدقيقة","عملي","الأحد","10:00 AM","12:00 PM","7215","6","ه.ت"
"701281","علم الأحياء الدقيقة","عملي","الأحد","12:00 PM","2:00 PM","7215","7","ه.ت"
"701281","علم الأحياء الدقيقة","عملي","الأحد","2:00 PM","4:00 PM","7215","8","ه.ت"
"701291","الاحصاء الطبي","نظري","الأربعاء","11:00 AM","12:00 PM","6120","1","د. سلطان الصلخدي"
"701291","الاحصاء الطبي","نظري","الأربعاء","12:00 PM","1:00 PM","6120","2","د. سلطان الصلخدي"
"701291","الاحصاء الطبي","نظري","الأربعاء","1:00 PM","2:00 PM","6120","3","د. سلطان الصلخدي"
"701351","التشريح المرضي العام","نظري","السبت","10:00 AM","12:00 PM","6126","1","د. أحمد منديلي"
"701351","التشريح المرضي العام","عملي","الثلاثاء","8:00 AM","10:00 AM","مخبر1","1","ه.ت"
"701351","التشريح المرضي العام","نظري","السبت","12:00 PM","2:00 PM","6126","2","د. أحمد منديلي"
"701351","التشريح المرضي العام","عملي","الثلاثاء","10:00 AM","12:00 PM","مخبر1","2","ه.ت"
"701351","التشريح المرضي العام","عملي","الثلاثاء","8:00 AM","10:00 AM","مخبر2","3","ه.ت"
"701351","التشريح المرضي العام","عملي","الثلاثاء","10:00 AM","12:00 PM","مخبر2","4","ه.ت"
"701352","التشريح المرضي الخاص بالفم و الأسنان(1)","نظري","الاثنين","8:00 AM","10:00 AM","6128","1","د. مايا الجوخدار"
"701352","التشريح المرضي الخاص بالفم و الأسنان(1)","عملي","السبت","8:00 AM","10:00 AM","مخبر1","1","ه.ت"
"701352","التشريح المرضي الخاص بالفم و الأسنان(1)","عملي","السبت","10:00 AM","12:00 PM","مخبر1","2","ه.ت"
"701352","التشريح المرضي الخاص بالفم و الأسنان(1)","نظري","الاثنين","10:00 AM","12:00 PM","6128","2","د. مايا الجوخدار"
"701352","التشريح المرضي الخاص بالفم و الأسنان(1)","عملي","السبت","12:00 PM","2:00 PM","مخبر1","3","ه.ت"
"701352","التشريح المرضي الخاص بالفم و الأسنان(1)","عملي","السبت","2:00 PM","4:00 PM","مخبر1","4","ه.ت"
"701371","مكافحة العدوى","نظري","الأربعاء","2:00 PM","3:00 PM","6126","1","د.عبير احمد"
"701371","مكافحة العدوى","نظري","الأربعاء","3:00 PM","4:00 PM","6126","2","د.عبير احمد"
"701452","التشريح المرضي الخاص بالفم و الأسنان (2)","نظري","السبت","8:00 AM","10:00 AM","6126","1","د. أحمد منديلي"
"701452","التشريح المرضي الخاص بالفم و الأسنان (2)","عملي","الاثنين","8:00 AM","10:00 AM","مخبر1","1","ه.ت"
"701452","التشريح المرضي الخاص بالفم و الأسنان (2)","عملي","الاثنين","10:00 AM","12:00 PM","مخبر1","2","ه.ت"
"701575","طب الأسنان الشيخوخي","نظري","الأحد","12:00 PM","1:00 PM","6126","1","د . سوسن طاهر"
"701575","طب الأسنان الشيخوخي","نظري","الأحد","1:00 PM","2:00 PM","6126","2","د . سوسن طاهر"
"702221","طب المجتمع و طب الأسنان الشرعي","نظري","السبت","2:00 PM","4:00 PM","6126","1","د. أحمد منديلي"
"702301","الأمراض الجلدية و أمراض العين و الأذن و الأنف و الحنجرة","نظري","السبت","8:00 AM","10:00 AM","6118","1","د. نضال حمادي"
"702301","الأمراض الجلدية و أمراض العين و الأذن و الأنف و الحنجرة","نظري","السبت","10:00 AM","12:00 PM","6118","2","د. جورجس داوود"
"702311","الطب الداخلي لطلبة طب الأسنان","نظري","السبت","8:00 AM","10:00 AM","6121","1","د. زينب شحادة"
"702311","الطب الداخلي لطلبة طب الأسنان","نظري","السبت","10:00 AM","12:00 PM","6121","2","د. زينب شحادة"
"703311","الجراحة العامة لطلبة طب الأسنان","نظري","الأربعاء","8:00 AM","10:00 AM","6121","1","د.محمد يحيى محمد رئيف حمادة الخياط"
"703311","الجراحة العامة لطلبة طب الأسنان","عملي","الأحد","8:00 AM","10:00 AM","مخبر5","1","ه.ت"
"703311","الجراحة العامة لطلبة طب الأسنان","عملي","الأحد","10:00 AM","12:00 PM","مخبر5","2","ه.ت"
"703311","الجراحة العامة لطلبة طب الأسنان","نظري","الأربعاء","10:00 AM","12:00 PM","6121","2","د.محمد يحيى محمد رئيف حمادة الخياط"
"703311","الجراحة العامة لطلبة طب الأسنان","عملي","الاثنين","8:00 AM","10:00 AM","مخبر5","3","ه.ت"
"703311","الجراحة العامة لطلبة طب الأسنان","عملي","الاثنين","10:00 AM","12:00 PM","مخبر5","4","ه.ت"
